category,typeId,level,name,internal_name,durability,rarity,sockets,element,armorType,prefix,suffix,coreEffects,effects,IsScaling,exclusion_reason
Chakrams,1FDFE9,44,The Song,chakrams_SorceryPack_01_v,25,Unique,,Ice,None,0,0,1FF537,1FF519,True
Chakrams,1FDFE8,42,The Song,chakrams_SorceryPack_01_u,25,Unique,,Ice,None,0,0,1FF536,1FF519,True
Chakrams,1FDFE7,40,The Song,chakrams_SorceryPack_01_t,25,Unique,,Ice,None,0,0,1FF535,1FF519,True
Chakrams,1FDFE6,38,The Song,chakrams_SorceryPack_01_s,25,Unique,,Ice,None,0,0,1FF533,1FF519,True
Chakrams,1FD75A,36,The Song,chakrams_SorceryPack_01_r,25,Unique,,Ice,None,0,0,1FF532,1FF519,True
Chakrams,1FD759,34,The Song,chakrams_SorceryPack_01_q,25,Unique,,Ice,None,0,0,1FF530,1FF519,True
Chakrams,1FD758,32,The Song,chakrams_SorceryPack_01_p,25,Unique,,Ice,None,0,0,1FF52F,1FF519,True
Chakrams,1FD757,30,The Song,chakrams_SorceryPack_01_o,25,Unique,,Ice,None,0,0,1FF52D,1FF519,True
Chakrams,1FD756,28,The Song,chakrams_SorceryPack_01_n,25,Unique,,Ice,None,0,0,1FF52C,1FF519,True
Chakrams,1FD755,26,The Song,chakrams_SorceryPack_01_m,25,Unique,,Ice,None,0,0,1FF52A,1FF519,True
Chakrams,1FD754,24,The Song,chakrams_SorceryPack_01_l,25,Unique,,Ice,None,0,0,1FF529,1FF519,True
Chakrams,1FD753,22,The Song,chakrams_SorceryPack_01_k,25,Unique,,Ice,None,0,0,1FF527,1FF519,True
Chakrams,1FD752,20,The Song,chakrams_SorceryPack_01_j,25,Unique,,Ice,None,0,0,1FF526,1FF519,True
Chakrams,1FD751,18,The Song,chakrams_SorceryPack_01_i,25,Unique,,Ice,None,0,0,1FF524,1FF519,True
Chakrams,1FD750,16,The Song,chakrams_SorceryPack_01_h,25,Unique,,Ice,None,0,0,1FF523,1FF519,True
Chakrams,1FD74F,14,The Song,chakrams_SorceryPack_01_g,25,Unique,,Ice,None,0,0,1FF521,1FF519,True
Chakrams,1FD74E,12,The Song,chakrams_SorceryPack_01_f,25,Unique,,Ice,None,0,0,1FF520,1FF519,True
Chakrams,1FD74D,10,The Song,chakrams_SorceryPack_01_e,25,Unique,,Ice,None,0,0,1FF51E,1FF519,True
Chakrams,1FD74C,8,The Song,chakrams_SorceryPack_01_d,25,Unique,,Ice,None,0,0,1FF51D,1FF519,True
Chakrams,1FD74A,6,The Song,chakrams_SorceryPack_01_c,25,Unique,,Ice,None,0,0,1FF51C,1FF519,True
Chakrams,1FD748,4,The Song,chakrams_SorceryPack_01_b,25,Unique,,Ice,None,0,0,1FF51B,1FF519,True
Chakrams,1F8AA6,2,The Song,chakrams_SorceryPack_01_a,25,Unique,,Ice,None,0,0,1FF51A,1FF519,True
Chakrams,1F91F2,1,Chakrams,PARENT_chakram_primal,25,Infrequent,,Primal,None,0,0,20700A,,False
Chakrams,1F7DBB,5,DLC2 DEV Chakram Primal,DEV_DLC2_chakram_primal01,25,Common,,Primal,None,0,0,,,False
Chakrams,1F95CF,42,Hengerings,chakrams_DLC2_unique02_n,25,Unique,,Primal,None,0,0,20700A,1F961F1F962D,True
Chakrams,1F95CC,39,Hengerings,chakrams_DLC2_unique02_m,25,Unique,,Primal,None,0,0,20700A,1F961F1F962C,True
Chakrams,1F95CB,36,Hengerings,chakrams_DLC2_unique02_l,25,Unique,,Primal,None,0,0,20700A,1F961F1F962B,True
