8130,arrow
8136,invisible_ammo_fast
8137,invisible_ammo_slow
8138,invisible_ammo
8140,rangedammo
8141,spellammo
8142,spellammofast
8143,spellammoinstant
8144,spellammoslow
8145,sweetspot
8175,gold_coffer
8188,arrow_hit_location
8202,locationmarker
8273,miss_location
8281,playeronly
8290,startlocation
8309,dev_grunt_dummy
8497,activity_shopping
8499,activity_niceview
8531,dangermanager
8534,door
8537,invalid
8538,lever
12396,spellammoveryfast
15810,flamingarrow
87207,activity_default
87208,ammo_default
87209,armor_default
87210,container_default
87211,item_default
87212,movingobject_default
87213,npc_default
87257,playercharacter_default
87258,smashable_default
87259,spellcastingactivity_default
87274,staticanimatingthing_default
87275,weapon_default
87276,worldlocation_default
125870,warrior_common01a_feet
125871,warrior_common01a_torso
125873,warrior_common01a_hands
125875,warrior_common01a_legs
135622,broken_arrow
139626,unibox_merchant_1
139629,unibox_quest_giver_1
139630,unibox_quest_giver_2
139659,unibox_quest_giver_3
166607,unibox_trainer
171649,projectile_tempest_sword_blast
172825,prototype_hidden_door
174623,invisible_fast_travel_point
205243,antelope_a
206017,bandages
206059,mana_potion
207480,player
208313,projectile_bow_arrow
208447,gold_coins_01
217568,parent_weaponmagic
218240,might_quake
218844,sorcery_stormbolt
226872,obsolete_reagentsource_restoration_02
226875,reagentsource_physical
226879,obsolete_reagentsource_fire_06
226882,obsolete_reagentsource_luck_02
226884,obsolete_reagentsource_resistance_01
226888,obsolete_reagentsource_damage_02
226894,reagent_lightning
226897,reagent_ice
226899,reagent_health
226901,reagent_xp
226905,reagent_bleeding
226908,reagent_reflection
226917,reagent_poison
226947,parent_blacksmithforge_all
226948,alchemyworkbench_all_parent
226959,parent_bed_all
226964,skillbook_alchemy
226965,skillbook_dispelling
226966,skillbook_blacksmithing
226967,skillbook_detecthidden
226968,skillbook_persuasion
226970,skillbook_lockpicking
226972,skillbook_mercantile
226974,skillbook_sagecraft
229408,blacksmithing_repairkit01
229672,door_hide_universal_01
229679,door_std_wocavern_01
229686,door_std_wocavern_02
229687,door_std_wocavern_03
229701,door_hide_wocavern_01
229762,container_std_forestruin_01
229767,container_std_forestruin_02
229768,container_std_forestruin_03
229778,container_hide_universal_01
229781,container_hide_universal_02
229782,container_hide_universal_03
230034,dev_activity_test
230417,alchemyworkbench_std_universal_01
230491,blacksmithforge_std_universal_01
230492,parent_sign_all
230495,parent_reagent_all
231653,spellbindingaltar_std_universal_01
231654,parent_spellbindingaltar_all
232380,barghest_feral_corpse01
232406,troll_a_corpse01
232416,antelope_a_corpse01
233666,novarrean_citizen_male_corpse01
233673,novarrean_citizen_female_corpse01
235647,dev_qa_grandhpgrunt
240014,magic_stormbolt_ammo
240971,container_quest_loot_06
242029,parent_reagentsource
252351,container_quest_loot_01
252353,container_quest_loot_03
252354,container_quest_loot_04
252355,container_quest_loot_05
252852,sword1h_common01a
252855,mirrorblades_common01a
252856,greathammer_common01a
255442,warrior_common01b_torso
255443,warrior_common01c_torso
255445,warrior_common02a_torso
255446,warrior_common02b_torso
255447,warrior_common02c_torso
255448,warrior_common03a_torso
255449,warrior_common03b_torso
255450,warrior_common03c_torso
255451,warrior_common04a_torso
255452,warrior_common04b_torso
255453,warrior_common04c_torso
255454,warrior_common05a_torso
255455,warrior_common05b_torso
255456,warrior_common05c_torso
255457,warrior_common06a_torso
255458,warrior_common06b_torso
255459,warrior_common06c_torso
256089,mage_common01a_torso
256184,mage_common01b_torso
256185,mage_common01c_torso
256186,mage_common02a_torso
256187,mage_common02b_torso
256188,mage_common02c_torso
256189,mage_common03a_torso
256190,mage_common03b_torso
256191,mage_common03c_torso
256192,mage_common04a_torso
256193,mage_common04b_torso
256195,mage_common04c_torso
256382,warrior_common02a_head
256383,warrior_common02b_head
256384,warrior_common02c_head
256385,warrior_common03a_head
256386,warrior_common03b_head
256387,warrior_common03c_head
256388,warrior_common04a_head
256390,warrior_common04b_head
256391,warrior_common04c_head
256392,warrior_common05a_head
256393,warrior_common05b_head
256394,warrior_common05c_head
256395,warrior_common06a_head
256396,warrior_common06b_head
256397,warrior_common06c_head
256404,mage_common01a_head
256405,mage_common01b_head
256406,mage_common01c_head
256407,mage_common02a_head
256408,mage_common02b_head
256409,mage_common02c_head
256410,mage_common03a_head
256411,mage_common03b_head
256412,mage_common03c_head
256413,mage_common04a_head
256414,mage_common04b_head
256415,mage_common04c_head
257721,activity_lean
260381,ao_sq_pa_006_bandit_chest
260578,warrior_common01b_hands
260589,warrior_common01c_hands
261046,warrior_common02a_hands
261047,warrior_common02b_hands
261050,warrior_common02c_hands
261051,warrior_common03a_hands
261052,warrior_common03b_hands
261056,warrior_common03c_hands
261059,warrior_common04a_hands
261062,warrior_common04b_hands
261065,warrior_common04c_hands
261067,warrior_common05a_hands
261069,warrior_common05b_hands
261070,warrior_common05c_hands
261071,warrior_common06a_hands
261072,warrior_common06b_hands
261074,warrior_common06c_hands
261091,mage_common01a_hands
261092,mage_common01b_hands
261093,mage_common01c_hands
261094,mage_common02a_hands
261095,mage_common02b_hands
261096,mage_common02c_hands
261100,mage_common03a_hands
261103,mage_common03b_hands
261108,mage_common03c_hands
261110,mage_common04a_hands
261111,mage_common04b_hands
261113,mage_common04c_hands
261708,dev_npc_female_activity_test
261737,warrior_common01b_legs
261738,warrior_common01c_legs
261739,warrior_common02a_legs
261740,warrior_common02b_legs
261741,warrior_common02c_legs
261742,warrior_common03a_legs
261743,warrior_common03b_legs
261744,warrior_common03c_legs
261745,warrior_common04a_legs
261747,warrior_common04b_legs
261748,warrior_common04c_legs
261749,warrior_common05a_legs
261750,warrior_common05b_legs
261751,warrior_common05c_legs
261752,warrior_common06a_legs
261753,warrior_common06b_legs
261755,warrior_common06c_legs
262008,warrior_common01b_feet
262009,warrior_common01c_feet
262010,warrior_common02a_feet
262011,warrior_common02b_feet
262012,warrior_common02c_feet
262013,warrior_common03a_feet
262014,warrior_common03b_feet
262015,warrior_common03c_feet
262016,warrior_common04a_feet
262018,warrior_common04b_feet
262019,warrior_common04c_feet
262020,warrior_common05a_feet
262021,warrior_common05b_feet
262022,warrior_common05c_feet
262023,warrior_common06a_feet
262024,warrior_common06b_feet
262025,warrior_common06c_feet
262032,mage_common01a_feet
262033,mage_common01b_feet
262034,mage_common01c_feet
262035,mage_common02a_feet
262036,mage_common02b_feet
262037,mage_common02c_feet
262038,mage_common03a_feet
262039,mage_common03b_feet
262040,mage_common03c_feet
262041,mage_common04a_feet
262042,mage_common04b_feet
262043,mage_common04c_feet
263742,amulet_unique02
263996,sword1h_common01b
263997,sword1h_common01c
263998,sword1h_common02a
263999,sword1h_common02b
264001,sword1h_common02c
264002,sword1h_common03a
264003,sword1h_common03b
264004,sword1h_common03c
264005,sword1h_common04a
264006,sword1h_common04b
264007,sword1h_common04c
264008,sword1h_common05a
264009,sword1h_common05b
264010,sword1h_common05c
264728,greathammer_common01b
264929,longbow_common01a
264952,longbow_common01b
264953,longbow_common01c
264954,longbow_common02a
264955,longbow_common02c
264956,longbow_common02b
264957,longbow_common03a
264958,longbow_common03b
264959,longbow_common03c
264960,longbow_common04a
264961,longbow_common04b
264962,longbow_common04c
264963,longbow_common05a
264964,longbow_common05b
264965,longbow_common05c
265099,greathammer_common01c
265100,greathammer_common02a
265101,greathammer_common02b
265102,greathammer_common03c
265103,greathammer_common02c
265104,greathammer_common03a
265105,greathammer_common03b
265106,greathammer_common04a
265107,greathammer_common04b
265108,greathammer_common04c
265109,greathammer_common05a
265110,greathammer_common05b
265111,greathammer_common05c
268022,treasure_silvernugget
268023,treasure_goldnugget
268027,treasure_jewelledbracelet
268030,treasure_goldstatuette
268035,treasure_chalice
269248,container_quest_loot_02
274914,lever_universal_01
276720,questitem_sq051_claw
280805,fireblood_potion
291980,sword_dev_fire
291981,sword_dev_ice
291982,sword_dev_lightning
291983,sword_dev_poison
299371,scriptlink_summon10
302769,door_quest_cave_no1
304180,scriptlink_movenpcsonvolumeenter
320465,dev_dakota_lemaster
323263,lever_universal_multitarget
328468,jottun_parent
340218,dev_merchant
340219,dev_blacksmith
340220,dev_healer
340221,dev_trainer
340971,puzzle_torchtrigger_01
342443,container_quest_loot_07
346064,interact_shrine
356886,trap_proximitymine
356953,trap_timedspike
357122,recipe_healthrestoration_01
357159,reagent_damage
357207,recipe_manarestoration_01
357211,recipe_firedamage_01
357213,alchemypotion_firedamage_01
357249,reagent_resistance
357251,alchemypotion_criticalchance_01
357255,alchemypotion_healthrestoration_01
357256,alchemypotion_manarestoration_01
357258,recipe_physicalresistance_01
357655,recipe_healthregeneration_01
357656,recipe_manaregeneration_01
357657,recipe_magicresistance_01
357658,recipe_fireresistance_01
357659,recipe_iceresistance_01
357660,recipe_lightningresistance_01
357661,recipe_icedamage_01
357662,recipe_lightningdamage_01
357663,recipe_xpincrease_01
357664,recipe_physicaldamage_01
357665,recipe_magicdamage_01
359101,sword_dev_bleeding
359353,door_load_alfar_01
359397,door_load_taibagarrison_01
359409,door_load_faestronghold_01
360467,smashable_barrel_01
360757,alchemypotion_wildpotion01
360769,smashable_barrel_02
361206,smashable_crate_01
361207,smashable_crate_02
361222,smashable_crate_03
361223,smashable_crate_04
362390,door_load_city_01
362405,door_load_city_02
362674,trap_bladeshoot
362991,questitem_sq06_boots
362992,questitem_sq06_silverware
362993,questitem_sq06_kerchief
362994,questitem_sq06_snuffbox
362995,questitem_sq06_dagger
362996,questitem_sq06_ring
362997,questitem_sq06_charter
363702,trap_pendulum
363941,trap_slidingblades_01
363983,trap_slidingblades_02
363984,trap_slidingblades_03
364585,alchemypotion_physicaldamage_01
364588,alchemypotion_physicalresistance_01
364623,alchemypotion_fireresistance_01
364936,scriptlocation
366115,door_std_villageinterior_01
366739,mirrorblades_common01b
366740,mirrorblades_common01c
366741,mirrorblades_common02c
366742,mirrorblades_common02b
366743,mirrorblades_common02a
366744,mirrorblades_common03c
366745,mirrorblades_common03b
366746,mirrorblades_common03a
366747,mirrorblades_common04c
366748,mirrorblades_common04b
366749,mirrorblades_common04a
366750,mirrorblades_common05c
366751,mirrorblades_common05b
366752,mirrorblades_common05a
368852,antelope_idleonly_a
375435,vine_magical_01
376223,activity_bed_village_large_01
376224,activity_bed_village_small_01
377433,trap_stop_repeater
377617,dangerspawner
380494,container_furniture_weaponrack_a
380500,container_furniture_weaponrack_b
380501,container_furniture_desk_a
380503,container_furniture_desk_b
380545,trashitem_tattereddocuments
380547,trashitem_oldletters
380548,trashitem_skull
380551,trashitem_invoicelog
380733,questitem_sq01_sign
385254,parent_greathammer
385255,parent_mirrorblades
385256,parent_spear
385257,parent_sword_1h
385259,parent_bow
385461,questitem_sq12_chain
387039,activity_watchentertainment
391262,activity_bedroll_playeruse_01
393831,activity_begging
394403,boggart_tribesman
394408,ettin_brute_parent
394424,barghest_feral
395322,trap_proximityspike
399223,activity_shopkeeper
404086,trap_lucern_repeater
404871,container_corpse_skeleton_01
404873,container_corpse_skeleton_02
404874,container_corpse_skeleton_03
405019,container_corpse_deadkobold_01
405020,container_corpse_deadkobold_02
405021,container_corpse_deadkobold_03
405788,vvs_ftp_shattered_shrine
405789,vvs_ftp_forester_crofts
405792,vvs_ftp_journeymens_bend
405797,vvs_ftp_alder_thoroughfare
405798,vvs_ftp_river_ander
405799,vvs_ftp_leaning_king
405800,vvs_ftp_stalker_way
405802,vvs_ftp_silent_highwayman
405803,vvs_ftp_watchers_point
405804,vvs_ftp_anders_bank_village
405807,vvs_ftp_ruindale
406193,activity_urinate
406194,activitypatrol
406302,activity_bedroll_playernouse_01
410480,dev_door_jailcellchild_test
410493,dev_icebow
412955,vvs_ftp_southern_road
414836,chicken_a
414999,treasure_sack
415367,door_load_trapdoor_01
418684,boggart_tribesman_parent
418930,niskaru_tyrant_parent
419229,amulet_unique01
419974,amulet_common01b
419975,amulet_common01a
419977,amulet_common01c
419978,amulet_common02a
419979,amulet_common02b
419980,amulet_common02c
419981,amulet_common03a
419982,amulet_common03b
419983,amulet_common03c
419984,amulet_common04a
419985,amulet_common04b
419986,amulet_common04c
419987,amulet_common05a
419988,amulet_common05b
419989,amulet_common05c
421153,for_trap_proximityspike
421867,warrior_unique01_feet
421868,warrior_unique01_hands
421869,warrior_unique01_head
421870,warrior_unique01_legs
421871,warrior_unique01_torso
421956,greathammer_unique01
421957,longbow_unique01
421958,mirrorblades_unique01
421960,sword1h_unique01
426173,tmp_qa_chrisarea2teleport
437914,dev_sq01_wolf_companion
438114,interact_shrine_wolfsummon
438169,container_sq01_spring
438171,questitem_sq01_springwater
438530,sq01_wanderingwell
438823,parent_staff
439129,ring_common05c
439130,ring_common05b
439131,ring_common05a
439132,ring_common04c
439133,ring_common04b
439134,ring_common04a
439135,ring_common03c
439136,ring_common03b
439137,ring_common03a
439139,ring_common02c
439140,ring_common02b
439141,ring_common02a
439142,ring_common01c
439143,ring_common01b
439144,ring_common01a
439153,ring_unique01
439221,npc_strangeprisoner
439368,npc_edwinhoswig
439372,npc_gwynfar
439395,npc_waneemundas
439424,questitem_sq07_eyeofberebescu
439776,npc_woerlowe
440180,npc_dal_var_graygunnar
440181,npc_dal_var_esmegunnar
440182,npc_dal_var_ingarisberg
440184,npc_dal_ljo_illiamniran
440409,obj_sq07_berebescupedestal
440618,sorcery_meteor
440625,obj_sq07_goldcoin
440635,brownie_default
440671,sprite_soldier
440700,bear_basic
440735,giantspider_webspider
441022,sorcery_healingsurge
441375,npc_ciara
441410,npc_dal_nis_muffin
442369,niskarurangedattackammo
442656,magic_meteor_projectile
442763,questitem_sq07_ravensfeet
442776,questitem_sq07_cupellawine
443091,npc_geoffmadmyr
443133,dmo_m1_torchbrazier
443343,dal_ftp_stodwigsmission
443399,npc_dal_alm_brotheregan
443400,npc_dal_alm_fatherdynwel
443480,wpn_staff_ofruin
443492,wpn_staff_frostwatcher
443497,wpn_staff_medusasgrudge
443671,npc_dal_alm_brotherode
443714,wpn_staff_hypnoticshock
445706,tmp_sq01_dryad
445924,dal_ftp_wardensdellfalls
446185,dev_sq01_wolf_transform
446591,npc_klu_see_headsman
446661,dmo_ftp_watchers_point
446662,dmo_ftp_stalker_way
446663,dmo_ftp_southern_road
446664,dmo_ftp_silent_highwayman
446665,dmo_ftp_shattered_shrine
446666,dmo_ftp_ruindale
446667,dmo_ftp_river_ander
446668,dmo_ftp_leaning_king
446669,dmo_ftp_journeymens_bend
446670,dmo_ftp_forester_crofts
446671,dmo_ftp_anders_bank_village
446672,dmo_ftp_alder_thoroughfare
446679,dmo_ftp_valenont
446703,sq08_bed
447968,dal_ftp_didenhil
447983,dal_ftp_mercylodge
447984,tmp_m1_container_furniture_bookshelf_01
447986,tmp_m1_container_furniture_bookshelf02
448000,tmp_m1_book_adessarising
448001,tmp_m1_book_templarcode
448002,tmp_m1_book_agnomeandhispet
448003,tmp_m1_book_thewickedwarden
448005,tmp_m1_door_load_standarddalentarthexit
448284,sq01_sweetroseplant
448912,dal_ftp_allestar
448913,dal_ftp_ettinmere
448914,dal_ftp_haxhi
